87.443649	92.328712	94.596634	95.813171	96.541931	97.014221	97.337448	97.567062	97.734245	97.857849	97.949905	98.018456	98.069008	98.105537	98.130928	98.147278	98.156204	98.158936	98.156326	98.149094	98.137726	98.122551	98.103790	98.081535	98.055740	98.026291	97.992935	97.955338	97.912994	97.865273	97.811363	97.750252	97.680687	97.601028	97.509239	97.402740	97.278191	97.131210	96.955933	96.744385	96.485413	96.162956	95.752914	95.217621	94.494629	93.473122	91.938309	89.427597	84.813904	74.965607	
82.445877	87.274643	90.244614	92.114120	93.340263	94.177460	94.768478	95.196472	95.511986	95.747177	95.923248	96.054771	96.151924	96.222099	96.270714	96.301819	96.318466	96.322983	96.317101	96.302139	96.279068	96.248512	96.210892	96.166397	96.114929	96.056274	95.989937	95.915215	95.831139	95.736526	95.629738	95.508804	95.371262	95.213959	95.033005	94.823357	94.578644	94.290543	93.947968	93.536041	93.034218	92.413353	91.630989	90.622818	89.287689	87.459427	84.852493	80.958153	74.862335	65.048485	
80.065353	84.079453	86.993156	89.058556	90.527718	91.587036	92.362724	92.938522	93.370239	93.695786	93.941376	94.125648	94.262024	94.360428	94.428238	94.471039	94.493080	94.497635	94.487152	94.463524	94.428062	94.381737	94.325111	94.258408	94.181526	94.094116	93.995483	93.884598	93.760056	93.620087	93.462402	93.284119	93.081726	92.850708	92.585541	92.279175	91.922638	91.504425	91.009430	90.417656	89.702049	88.825317	87.734879	86.354980	84.573929	82.224411	79.054008	74.690125	68.628784	60.365925	
78.736252	81.984879	84.590263	86.599518	88.125366	89.280586	90.157272	90.825058	91.335114	91.724785	92.021301	92.244919	92.410667	92.529915	92.611343	92.661583	92.685791	92.687920	92.670998	92.637329	92.588577	92.525909	92.450020	92.361160	92.259270	92.143791	92.013878	91.868179	91.704948	91.521912	91.316147	91.084068	90.821213	90.522049	90.179680	89.785500	89.328644	88.795403	88.167984	87.423370	86.531281	85.451187	84.128433	82.488373	80.428741	77.810318	74.449051	70.119614	64.596703	57.786354	
77.895027	80.533844	82.783905	84.624283	86.094147	87.253250	88.161316	88.870018	89.421158	89.847641	90.174995	90.422928	90.606697	90.738144	90.826553	90.879135	90.901566	90.898254	90.872604	90.827240	90.764038	90.684319	90.588898	90.478035	90.351585	90.208923	90.048996	89.870262	89.670601	89.447327	89.197075	88.915634	88.597862	88.237373	87.826355	87.355156	86.811737	86.181076	85.444199	84.577057	83.548882	82.320084	80.839577	79.041611	76.842560	74.139221	70.812340	66.742615	61.852020	56.182701	
77.310371	79.471977	81.387726	83.020180	84.374374	85.477715	86.365593	87.073410	87.632828	88.070740	88.409233	88.666245	88.856232	88.990715	89.078911	89.128204	89.144455	89.132309	89.095367	89.036407	88.957458	88.859932	88.744652	88.611923	88.461517	88.292747	88.104355	87.894608	87.661179	87.401016	87.110413	86.784714	86.418304	86.004288	85.534256	84.998001	84.382973	83.673782	82.851425	81.892448	80.767723	79.441231	77.868668	75.996330	73.760925	71.091866	67.918602	64.186569	59.886070	55.092354	
76.874847	78.656448	80.275482	81.695099	82.906326	83.918594	84.751015	85.426361	85.967270	86.394547	86.726364	86.978165	87.162880	87.291183	87.371841	87.412041	87.417549	87.392967	87.341995	87.267410	87.171326	87.055138	86.919701	86.765305	86.591660	86.397942	86.182831	85.944412	85.680145	85.386810	85.060410	84.696053	84.287811	83.828568	83.309700	82.720825	82.049515	81.280701	80.396286	79.374474	78.189117	76.809128	75.198143	73.314598	71.113312	68.549057	65.583817	62.199097	58.413315	54.300560	
76.533020	78.004128	79.363396	80.579323	81.638298	82.540451	83.294830	83.915146	84.416901	84.815483	85.125244	85.358986	85.527840	85.641304	85.707352	85.732712	85.722855	85.682251	85.614441	85.522171	85.407532	85.271881	85.116028	84.940186	84.744072	84.526749	84.286789	84.022186	83.730270	83.407677	83.050308	82.653122	82.210136	81.714172	81.156723	80.527634	79.814957	79.004532	78.079750	77.021126	75.806114	74.408920	72.800888	70.951233	68.829193	66.407593	63.668755	60.612831	57.267544	53.696465	
76.253632	77.464310	78.595528	79.621544	80.528275	81.311478	81.974228	82.524178	82.971481	83.327164	83.602196	83.806870	83.950432	84.041100	84.085968	84.091064	84.061455	84.001297	83.913940	83.802010	83.667419	83.511520	83.335014	83.138077	82.920319	82.680786	82.417961	82.129776	81.813507	81.465729	81.082306	80.658226	80.187569	79.663315	79.077293	78.419846	77.679825	76.844315	75.898491	74.825500	73.606445	72.220612	70.646118	68.861000	66.845222	64.583817	62.071110	59.316078	56.347572	53.217617	
76.017799	77.004814	77.933823	78.784264	79.543137	80.204529	80.768158	81.237770	81.619728	81.921707	82.151894	82.318298	82.428505	82.489426	82.507141	82.487000	82.433525	82.350525	82.241051	82.107521	81.951721	81.774841	81.577530	81.359856	81.121368	80.861099	80.577469	80.268372	79.931068	79.562172	79.157600	78.712463	78.221039	77.676613	77.071472	76.396698	75.642120	74.796204	73.846069	72.777435	71.574875	70.222153	68.703003	67.002266	65.107582	63.011845	60.716148	58.232994	55.589088	52.826332	
75.813408	76.604225	77.351837	78.039879	78.657074	79.197113	79.658020	80.041168	80.350266	80.590561	80.767975	80.888695	80.958786	80.983932	80.969299	80.919479	80.838455	80.729584	80.595634	80.438751	80.260544	80.062065	79.843849	79.605888	79.347672	79.068153	78.765778	78.438431	78.083405	77.697388	77.276443	76.815880	76.310242	75.753273	75.137787	74.455719	73.697945	72.854385	71.914009	70.864998	69.694962	68.391464	66.942673	65.338470	63.571804	61.640457	59.549049	57.310917	54.949509	52.498478	
75.632324	76.247803	76.830658	77.367859	77.849892	78.270798	78.627808	78.920952	79.152206	79.325012	79.443665	79.512817	79.537231	79.521561	79.470085	79.386719	79.274857	79.137459	78.976929	78.795135	78.593491	78.372917	78.133789	77.876022	77.599060	77.301834	76.982773	76.639793	76.270279	75.871017	75.438263	74.967575	74.453880	73.891357	73.273506	72.593063	71.842010	71.011635	70.092697	69.075478	67.950241	66.707558	65.339050	63.838242	62.201607	60.429832	58.529144	56.512375	54.399605	52.217926	
75.468887	75.925110	76.356461	76.752632	77.105743	77.410454	77.663857	77.865204	78.015419	78.116684	78.172043	78.185020	78.159325	78.098663	78.006592	77.886345	77.740829	77.572540	77.383591	77.175568	76.949638	76.706543	76.446579	76.169579	75.874893	75.561478	75.227753	74.871689	74.490768	74.081955	73.641678	73.165810	72.649689	72.087982	71.474869	70.803879	70.068054	69.259995	68.371948	67.396095	66.324814	65.151108	63.869171	62.475056	60.967514	59.348877	57.625847	55.810127	53.918709	51.973446	
75.318993	75.628448	75.918907	76.182251	76.412056	76.603729	76.754532	76.863388	76.930611	76.957520	76.946289	76.899551	76.820206	76.711189	76.575378	76.415489	76.233932	76.032791	75.813835	75.578430	75.327507	75.061676	74.781044	74.485397	74.174049	73.845917	73.499474	73.132759	72.743370	72.328445	71.884659	71.408173	70.894737	70.339554	69.737411	69.082657	68.369278	67.591026	66.741486	65.814400	64.803856	63.704704	62.513016	61.226597	59.845600	58.373138	56.815781	55.183903	53.491745	51.756989	
75.179573	75.352005	75.510033	75.647308	75.758682	75.840355	75.889938	75.906281	75.889359	75.839996	75.759758	75.650635	75.514847	75.354767	75.172699	74.970871	74.751251	74.515633	74.265396	74.001678	73.725227	73.436493	73.135460	72.821823	72.494865	72.153496	71.796234	71.421181	71.026077	70.608238	70.164581	69.691635	69.185486	68.641861	68.056145	67.423416	66.738541	65.996246	65.191284	64.318604	63.373688	62.352787	61.253273	60.074127	58.816307	57.483177	56.080849	54.618324	53.107449	51.562588	
