Las teperaturas son: 
86.904594	91.265427	93.031258	93.774292	94.063187	94.132744	94.091881	93.995239	93.870499	93.729500	93.572823	93.390846	93.162323	92.849625	92.388336	91.663918	90.456596	88.297653	84.053131	74.584045	
81.366295	85.145248	87.110191	88.032440	88.379494	88.412910	88.278870	88.059341	87.798477	87.515465	87.210388	86.865517	86.443085	85.878456	85.066132	83.832306	81.881226	78.691895	73.336334	64.283051	
78.448792	80.891190	82.300934	82.950027	83.106560	82.968178	82.666824	82.285446	81.871651	81.446175	81.007278	80.531586	79.971756	79.250404	78.248642	76.787323	74.598450	71.290756	66.339249	59.217316	
76.590775	77.753838	78.364746	78.497803	78.287819	77.863350	77.325096	76.743164	76.159943	75.593430	75.039261	74.470932	73.837967	73.061913	72.029892	70.586380	68.526184	65.598862	61.550888	56.257957	
75.232185	75.283020	75.059959	74.577057	73.901947	73.115181	72.288536	71.476074	70.711533	70.008133	69.358795	68.735916	68.090324	67.349449	66.415283	65.163643	63.448494	61.118935	58.061447	54.279945	
74.143616	73.228256	72.206291	71.083542	69.900406	68.710388	67.564751	66.503777	65.552567	64.719269	63.994499	63.350918	62.742943	62.106606	61.360252	60.407600	59.145775	57.482235	55.364532	52.821693	
73.217514	71.446640	69.677834	67.926529	66.226334	64.618248	63.141144	61.825310	60.688675	59.735001	58.953041	58.316437	57.783913	57.300117	56.797607	56.201015	55.434856	54.436459	53.174316	51.668156	
72.395630	69.849792	67.384041	65.028900	62.820892	60.797085	58.989750	57.422421	56.107460	55.044914	54.222084	53.613724	53.182674	52.881042	52.652451	52.435806	52.171383	51.809464	51.320862	50.706425	
71.640472	68.375412	65.253326	62.321388	59.623299	57.196533	55.069927	53.262112	51.780785	50.622566	49.773342	49.208809	48.895344	48.791203	48.848358	49.015240	49.240650	49.478813	49.694969	49.869751	
70.922478	66.971359	63.220963	59.735786	56.568184	53.757378	51.329498	49.298447	47.666992	46.427998	45.565506	45.055763	44.868179	44.966259	45.308743	45.851013	46.546829	47.350441	48.218765	49.113152	
70.212860	65.585434	61.219688	57.198265	53.581848	50.410187	47.705067	45.473892	43.712959	42.410141	41.546829	41.099339	41.039825	41.336903	41.955856	42.858635	44.003426	45.343956	46.828838	48.401276	
69.478287	64.157043	59.171219	54.622643	50.577999	47.073471	44.122036	41.720665	39.856190	38.509407	37.657829	37.277332	37.342972	37.829128	38.708897	39.952568	41.524963	43.381714	45.465088	47.701069	
68.674881	62.607784	56.976578	51.902779	47.453125	43.651817	40.494919	37.962547	36.027493	34.660675	33.834240	33.523209	33.706062	34.364487	35.482059	37.041435	39.019333	41.379055	44.061249	46.975754	
67.739067	60.827740	54.503086	48.903236	44.081505	40.034584	36.728607	34.117592	32.154503	30.797113	30.010735	29.769310	30.055634	30.860895	32.183102	34.023544	36.379776	39.233601	42.533867	46.177567	
66.570549	58.652325	51.564865	45.447433	40.310516	36.096222	32.721519	30.102661	28.166576	26.855034	26.125530	25.951077	26.319843	27.234856	28.713150	30.782888	33.475780	36.810867	40.765659	45.235725	
64.996620	55.819691	47.892849	41.303699	35.958427	31.700361	28.372156	25.840378	24.001400	22.779991	22.126148	22.012590	22.433701	23.405947	24.969173	27.187080	30.143023	33.923470	38.576427	44.032192	
62.688881	51.889362	43.090832	36.173580	30.819889	26.711332	23.590994	21.269371	19.613407	18.533894	17.975918	17.913248	18.346500	19.304924	20.851521	23.090672	26.175011	30.301208	35.668289	42.345898	
58.947262	46.086361	36.582737	29.697329	24.690399	21.018827	18.319666	16.357895	14.983355	14.102314	13.660633	13.635145	14.031319	14.886597	16.280172	18.351067	21.326321	25.555498	31.521441	39.708538	
52.075180	37.027939	27.595829	21.515862	17.428318	14.581247	12.557471	11.119180	10.127320	9.500399	9.193684	9.189596	9.495404	10.147388	11.223400	12.869556	15.353518	19.167818	25.211679	34.987862	
37.369385	22.427860	15.357738	11.467760	9.073212	7.485902	6.389484	5.623729	5.101710	4.774909	4.617623	4.620291	4.788024	5.143678	5.737470	6.669786	8.146124	10.620749	15.213049	25.047462	
