99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	99.004940	
98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	98.009879	
97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	97.014825	
96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	96.019780	
95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	95.024753	
94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	94.029746	
93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	93.034767	
92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	92.039819	
91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	91.044909	
90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	90.050042	
