87.432640	92.306870	94.564156	95.770317	96.488960	96.951477	97.265282	97.485832	97.644394	97.759804	97.844131	97.905426	97.949249	97.979584	97.999313	98.010559	98.014984	98.013779	98.007874	97.997910	97.984428	97.967743	97.948067	97.925529	97.900024	97.871468	97.839592	97.804008	97.764236	97.719650	97.669388	97.612427	97.547462	97.472870	97.386597	97.285988	97.167732	97.027382	96.859055	96.654747	96.403290	96.088547	95.686447	95.159241	94.444458	93.431259	91.904831	89.402534	84.797226	74.957298	
82.423790	87.230789	90.179420	92.028084	93.233963	94.051498	94.623589	95.033401	95.331558	95.550293	95.710861	95.827835	95.911476	95.969200	96.006454	96.027359	96.034958	96.031586	96.019028	95.998589	95.971252	95.937683	95.898270	95.853165	95.802299	95.745422	95.682022	95.611374	95.532501	95.444138	95.344666	95.232040	95.103775	94.956665	94.786743	94.588959	94.356865	94.082077	93.753464	93.356087	92.869308	92.263977	91.497513	90.505585	89.186966	87.375381	84.785248	80.907799	74.828865	65.031815	
80.032127	84.013512	86.895126	88.929169	90.367828	91.397614	92.144829	92.693283	93.098907	93.399689	93.621933	93.784332	93.900406	93.980087	94.030838	94.058273	94.066711	94.059410	94.038895	94.007019	93.965179	93.914307	93.854950	93.787338	93.711372	93.626640	93.532417	93.427658	93.310928	93.180389	93.033691	92.867905	92.679451	92.463760	92.215195	91.926651	91.589096	91.190903	90.716934	90.147034	89.454086	88.600677	87.534157	86.178665	84.422424	82.097992	78.952896	74.614410	68.578430	60.340843	
78.691895	81.896835	84.459373	86.426773	87.911926	89.027718	89.866379	90.497665	90.972900	91.329498	91.594856	91.789268	91.927895	92.022156	92.080795	92.110550	92.116577	92.102890	92.072571	92.027908	91.970642	91.901901	91.822357	91.732307	91.631607	91.519699	91.395668	91.258171	91.105362	90.934891	90.743805	90.528419	90.284187	90.005463	89.685272	89.314896	88.883392	88.376839	87.777458	87.062065	86.200218	85.151276	83.860466	82.252998	80.226471	77.641556	74.314056	70.018517	64.529480	57.752876	
77.839600	80.423805	82.620316	84.408379	85.827377	86.937180	87.797722	88.460793	88.968407	89.353607	89.641968	89.853409	90.003258	90.103485	90.163422	90.190392	90.190086	90.167015	90.124619	90.065536	89.991669	89.904358	89.804367	89.692009	89.567047	89.428848	89.276321	89.107788	88.921150	88.713600	88.481674	88.221092	87.926575	87.591652	87.208374	86.766930	86.255165	85.657913	84.956070	84.125443	83.135056	81.945206	80.504631	78.747391	76.589714	73.928268	70.643600	66.616241	61.767994	56.140850	
77.243919	79.340103	81.191696	82.761475	84.054672	85.098938	85.929855	86.583023	87.090286	87.478699	87.770500	87.983810	88.133148	88.230194	88.284271	88.302841	88.291862	88.256042	88.199020	88.123634	88.031898	87.925262	87.804520	87.669983	87.521370	87.357925	87.178391	86.980896	86.763062	86.521767	86.253120	85.952423	85.613876	85.230476	84.793671	84.293068	83.715981	83.046844	82.266487	81.351234	80.271812	78.991974	77.467255	75.643723	73.457924	70.839066	67.716370	64.035110	59.785355	55.042198	
76.797546	78.503036	80.047409	81.394096	82.534363	83.477905	84.244064	84.855820	85.336060	85.705734	85.983223	86.184143	86.321564	86.406311	86.447296	86.451752	86.425552	86.373444	86.299103	86.205383	86.094437	85.967651	85.825874	85.669357	85.497757	85.310272	85.105453	84.881302	84.635185	84.363754	84.062935	83.727654	83.351837	82.928207	82.447983	81.900620	81.273453	80.551247	79.715683	78.744751	77.612091	76.286407	74.731064	72.904327	70.760757	68.254898	65.348495	62.022850	58.296124	54.242195	
76.445038	77.829506	79.103806	80.236725	81.214935	82.038879	82.717834	83.265778	83.698448	84.031479	84.279411	84.455215	84.570244	84.634117	84.654991	84.639671	84.593750	84.521782	84.427399	84.313362	84.181793	84.034073	83.871002	83.692764	83.498962	83.288719	83.060486	82.812103	82.540840	82.243217	81.914932	81.550842	81.144783	80.689362	80.175903	79.594040	78.931610	78.174225	77.305054	76.304344	75.149292	73.813919	72.269226	70.484222	68.427887	66.072754	63.400909	60.412209	57.134148	53.630024	
76.155197	77.268951	78.305084	79.238235	80.054596	80.750275	81.328629	81.797607	82.167618	82.449951	82.655792	82.795647	82.878983	82.914177	82.908493	82.868073	82.798111	82.702858	82.585762	82.449440	82.295914	82.126511	81.941925	81.742287	81.527145	81.295532	81.045815	80.775772	80.482620	80.162750	79.811874	79.424828	78.995483	78.516602	77.979797	77.375198	76.691399	75.915230	75.031624	74.023438	72.871483	71.554810	70.051208	68.338425	66.396179	64.209152	61.771393	59.091599	56.198311	53.143288	
75.909180	76.789230	77.613327	78.361267	79.020439	79.585236	80.055710	80.435959	80.732620	80.953659	81.107483	81.202362	81.246101	81.245789	81.207718	81.137344	81.039337	80.917618	80.775314	80.614876	80.438156	80.246368	80.040115	79.819458	79.583893	79.332344	79.063156	78.774094	78.462288	78.124207	77.755554	77.351273	76.905426	76.411079	75.860260	75.243813	74.551270	73.770859	72.889359	71.892235	70.763741	69.487343	68.046455	66.425560	64.612015	62.598358	60.385372	57.985260	55.424366	52.744286	
